sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_32,seq_32,ColE1,99.66,100.0,2230,2818,+,3985,1,589,589,589,1054,0.0
seq_33,seq_33,ColE1,99.66,100.0,2267,2855,+,4022,1,589,589,589,1054,0.0
seq_34,seq_34,ColE1,99.66,100.0,2255,2843,+,4010,1,589,589,589,1054,0.0
seq_35,seq_35,ColE1,99.66,100.0,2243,2831,+,3998,1,589,589,589,1054,0.0
seq_36,seq_36,ColE1,99.66,100.0,2280,2868,+,4035,1,589,589,589,1054,0.0
seq_37,seq_37,ColE1,99.66,100.0,2962,3550,+,4717,1,589,589,589,1054,0.0
seq_38,seq_38,ColE1,99.66,100.0,2547,3135,+,4302,1,589,589,589,1054,0.0
seq_39,seq_39,ColE1,99.66,100.0,2598,3186,+,4353,1,589,589,589,1054,0.0
seq_4,seq_4,ColE1,99.66,100.0,2200,2788,+,3955,1,589,589,589,1054,0.0
seq_40,seq_40,ColE1,99.66,100.0,2526,3114,+,4281,1,589,589,589,1054,0.0
seq_41,seq_41,ColE1,99.66,100.0,2486,3074,+,4241,1,589,589,589,1054,0.0
seq_42,seq_42,ColE1,99.66,100.0,3025,3613,+,4780,1,589,589,589,1054,0.0
seq_43,seq_43,ColE1,99.66,100.0,2384,2972,+,4139,1,589,589,589,1054,0.0
seq_44,seq_44,ColE1,99.66,100.0,3680,4268,+,5435,1,589,589,589,1054,0.0
seq_45,seq_45,ColE1,99.66,100.0,2468,3056,+,4223,1,589,589,589,1054,0.0
seq_46,seq_46,ColE1,99.66,100.0,2222,2810,+,3977,1,589,589,589,1054,0.0
seq_47,seq_47,ColE1,99.66,100.0,3652,4240,+,5407,1,589,589,589,1054,0.0
seq_48,seq_48,ColE1,99.66,100.0,2956,3544,+,4711,1,589,589,589,1054,0.0
seq_49,seq_49,ColE1,99.66,100.0,2183,2771,+,3938,1,589,589,589,1054,0.0
seq_5,seq_5,ColE1,99.66,100.0,2320,2908,+,4075,1,589,589,589,1054,0.0
seq_50,seq_50,ColRNAI_1__DQ298019,97.71,100.76923076923076,2532,2662,+,6564,1,130,130,131,220,2.16e-57
seq_51,seq_51,ColE1,99.83,100.0,3831,4419,+,8297,1,589,589,589,1058,0.0
seq_52,seq_52,ColE1,99.66,100.0,1419,2007,-,4113,589,1,589,589,1054,0.0
seq_54,seq_54,Col440I_1__CP023920,94.737,100.0,1259,1372,-,5458,114,1,114,114,179,1.57e-45
seq_55,seq_55,ColE1,99.83,100.0,12502,13090,-,14115,589,1,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,9857,10445,-,14115,589,1,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,7212,7800,-,14115,589,1,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,4567,5155,-,14115,589,1,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,1914,2502,-,14115,589,1,589,589,1058,0.0
seq_56,seq_56,ColE1,99.83,100.0,1837,2425,+,7907,1,589,589,589,1058,0.0
seq_57,seq_57,ColE1,99.66,100.0,6227,6815,+,13264,1,589,589,589,1054,0.0
seq_58,seq_58,ColE1,99.83,100.0,11941,12529,-,14442,589,1,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,9296,9884,-,14442,589,1,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,6651,7239,-,14442,589,1,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,4006,4594,-,14442,589,1,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,1361,1949,-,14442,589,1,589,589,1058,0.0
seq_59,seq_59,Col(pHAD28)_1__KU674895,89.313,100.0,3684,3814,+,5972,1,131,131,131,174,7.32e-44
seq_6,seq_6,ColE1,99.66,100.0,2206,2794,+,3961,1,589,589,589,1054,0.0
seq_60,seq_60,ColRNAI_1__DQ298019,97.71,100.76923076923076,2532,2662,+,5388,1,130,130,131,220,1.77e-57
seq_62,seq_62,Col440I_1__CP023920,94.737,100.0,1467,1580,+,4873,1,114,114,114,179,1.4e-45
seq_64,seq_64,ColE1,99.83,100.0,12494,13082,-,14131,589,1,589,589,1058,0.0
seq_64,seq_64,ColE1,99.83,100.0,9849,10437,-,14131,589,1,589,589,1058,0.0
seq_64,seq_64,ColE1,99.83,100.0,7204,7792,-,14131,589,1,589,589,1058,0.0
seq_64,seq_64,ColE1,99.83,100.0,4559,5147,-,14131,589,1,589,589,1058,0.0
seq_64,seq_64,ColE1,99.83,100.0,1914,2502,-,14131,589,1,589,589,1058,0.0
seq_65,seq_65,ColE1,99.66,100.0,6591,7179,-,8819,589,1,589,589,1054,0.0
seq_66,seq_66,ColE1,99.66,100.0,2104,2692,+,4822,1,589,589,589,1054,0.0
seq_67,seq_67,ColE1,99.66,100.0,2698,3286,-,7749,589,1,589,589,1054,0.0
seq_68,seq_68,ColE1,99.83,100.0,14446,15034,-,15113,589,1,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,11801,12389,-,15113,589,1,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,9156,9744,-,15113,589,1,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,6511,7099,-,15113,589,1,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,3866,4454,-,15113,589,1,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,1221,1809,-,15113,589,1,589,589,1058,0.0
seq_69,seq_69,ColRNAI_1__DQ298019,97.71,100.76923076923076,2532,2662,+,6111,1,130,130,131,220,2.01e-57
seq_7,seq_7,ColE1,99.66,100.0,2187,2775,+,3942,1,589,589,589,1054,0.0
seq_70,seq_70,ColRNAI_1__DQ298019,97.71,100.76923076923076,2532,2662,+,4920,1,130,130,131,220,1.61e-57
seq_71,seq_71,ColE1,99.66,100.0,6239,6827,-,8992,589,1,589,589,1054,0.0
seq_71,seq_71,ColE1,99.66,100.0,1372,1960,-,8992,589,1,589,589,1054,0.0
seq_73,seq_73,ColE1,99.66,100.0,2698,3286,-,6056,589,1,589,589,1054,0.0
seq_74,seq_74,ColE10_1__X01654,100.0,100.0,1523,1699,-,12073,177,1,177,177,320,1.58e-87
seq_74,seq_74,ColE1,99.83,100.0,10494,11082,-,12073,589,1,589,589,1058,0.0
seq_74,seq_74,ColE1,99.83,100.0,7849,8437,-,12073,589,1,589,589,1058,0.0
seq_74,seq_74,ColE1,99.83,100.0,5204,5792,-,12073,589,1,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,12563,13151,-,14200,589,1,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,9918,10506,-,14200,589,1,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,7273,7861,-,14200,589,1,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,4628,5216,-,14200,589,1,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,1983,2571,-,14200,589,1,589,589,1058,0.0
seq_76,seq_76,Col(pHAD28)_1__KU674895,89.313,100.0,3332,3462,+,6042,1,131,131,131,174,7.400000000000001e-44
seq_77,seq_77,ColE1,99.66,100.0,4191,4779,+,6266,1,589,589,589,1054,0.0
seq_78,seq_78,ColE1,99.83,100.0,3503,4091,-,5795,589,1,589,589,1058,0.0
seq_8,seq_8,ColE1,99.66,100.0,3846,4434,+,5601,1,589,589,589,1054,0.0
seq_80,seq_80,Col440I_1__CP023920,94.737,100.0,3271,3384,+,4813,1,114,114,114,179,1.39e-45
seq_82,seq_82,ColE1,99.83,100.0,1401,1989,-,7609,589,1,589,589,1058,0.0
seq_82,seq_82,ColE1,99.491,100.0,5011,5599,-,7609,589,1,589,589,1049,0.0
seq_85,seq_85,ColE1,99.83,100.0,12494,13082,-,14161,589,1,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,9849,10437,-,14161,589,1,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,7204,7792,-,14161,589,1,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,4559,5147,-,14161,589,1,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,1914,2502,-,14161,589,1,589,589,1058,0.0
seq_86,seq_86,ColE1,99.491,100.0,2425,3013,+,8498,1,589,589,589,1049,0.0
seq_86,seq_86,ColE1,99.321,100.0,6911,7499,+,8498,1,589,589,589,1045,0.0
seq_89,seq_89,ColE1,99.83,100.0,12964,13552,-,15003,589,1,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,10319,10907,-,15003,589,1,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,7674,8262,-,15003,589,1,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,5029,5617,-,15003,589,1,589,589,1058,0.0
seq_89,seq_89,ColE1,99.491,100.0,2170,2758,-,15003,589,1,589,589,1049,0.0
seq_9,seq_9,ColE1,99.66,100.0,2978,3566,+,4733,1,589,589,589,1054,0.0
seq_90,seq_90,ColE1,99.83,100.0,12044,12632,-,14535,589,1,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,9399,9987,-,14535,589,1,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,6754,7342,-,14535,589,1,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,4109,4697,-,14535,589,1,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,1461,2049,-,14535,589,1,589,589,1058,0.0
seq_91,seq_91,ColE1,99.83,100.0,1914,2502,-,4662,589,1,589,589,1058,0.0
seq_92,seq_92,ColE1,99.83,100.0,3733,4321,-,6299,589,1,589,589,1058,0.0
seq_93,seq_93,ColRNAI_1__DQ298019,97.71,100.76923076923076,2532,2662,+,4942,1,130,130,131,220,1.62e-57
seq_94,seq_94,ColE1,99.83,100.0,14446,15034,-,15113,589,1,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,11801,12389,-,15113,589,1,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,9156,9744,-,15113,589,1,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,6511,7099,-,15113,589,1,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,3866,4454,-,15113,589,1,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,1221,1809,-,15113,589,1,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,12696,13284,-,14280,589,1,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,10051,10639,-,14280,589,1,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,7406,7994,-,14280,589,1,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,4761,5349,-,14280,589,1,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,2116,2704,-,14280,589,1,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,12494,13082,-,14104,589,1,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,9849,10437,-,14104,589,1,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,7204,7792,-,14104,589,1,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,4559,5147,-,14104,589,1,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,1914,2502,-,14104,589,1,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,11816,12404,-,14402,589,1,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,9171,9759,-,14402,589,1,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,6526,7114,-,14402,589,1,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,3881,4469,-,14402,589,1,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,1236,1824,-,14402,589,1,589,589,1058,0.0
seq_98,seq_98,ColE1,99.491,100.0,1204,1792,-,4162,589,1,589,589,1049,0.0
seq_99,seq_99,ColE1,99.83,100.0,2385,2973,+,6601,1,589,589,589,1058,0.0
