sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_50,seq_50,ColE1,99.83,100.0,1830,2418,+,6489,1,589,589,589,1058,0.0
seq_51,seq_51,ColE1,99.66,100.0,2698,3286,-,10430,589,1,589,589,1054,0.0
seq_53,seq_53,ColE1,99.83,100.0,2597,3185,+,7394,1,589,589,589,1058,0.0
seq_54,seq_54,ColE1,99.83,100.0,1953,2541,+,6533,1,589,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,2374,2962,+,7709,1,589,589,589,1058,0.0
seq_56,seq_56,ColE1,99.83,100.0,2113,2701,+,6523,1,589,589,589,1058,0.0
seq_57,seq_57,ColE1,99.83,100.0,2458,3046,+,7349,1,589,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,1614,2202,+,6975,1,589,589,589,1058,0.0
seq_59,seq_59,ColE1,99.66,100.0,2698,3286,-,9309,589,1,589,589,1054,0.0
seq_6,seq_6,ColE1,99.83,100.0,2597,3185,+,6637,1,589,589,589,1058,0.0
seq_60,seq_60,ColE1,99.83,100.0,1869,2457,+,6886,1,589,589,589,1058,0.0
seq_61,seq_61,ColE1,99.83,100.0,2440,3028,+,7352,1,589,589,589,1058,0.0
seq_62,seq_62,ColE1,99.83,100.0,1768,2356,+,6489,1,589,589,589,1058,0.0
seq_63,seq_63,ColE1,99.83,100.0,10589,11177,+,14525,1,589,589,589,1058,0.0
seq_63,seq_63,ColE1,99.66,100.0,2698,3286,-,14525,589,1,589,589,1054,0.0
seq_64,seq_64,ColE1,99.491,100.0,1704,2292,-,6606,589,1,589,589,1049,0.0
seq_65,seq_65,ColE1,99.66,100.0,2698,3286,-,5901,589,1,589,589,1054,0.0
seq_66,seq_66,ColE1,99.83,100.0,1817,2405,+,6515,1,589,589,589,1058,0.0
seq_67,seq_67,ColE1,99.491,100.0,1124,1712,-,5073,589,1,589,589,1049,0.0
seq_68,seq_68,ColE1,99.83,100.0,1787,2375,+,6508,1,589,589,589,1058,0.0
seq_69,seq_69,ColE1,99.66,100.0,2698,3286,-,11691,589,1,589,589,1054,0.0
seq_7,seq_7,ColE1,99.83,100.0,2588,3176,+,7455,1,589,589,589,1058,0.0
seq_70,seq_70,ColE1,99.83,100.0,1739,2327,+,6475,1,589,589,589,1058,0.0
seq_71,seq_71,ColE1,99.66,100.0,2698,3286,-,6505,589,1,589,589,1054,0.0
seq_72,seq_72,ColE1,99.83,100.0,1756,2344,+,6491,1,589,589,589,1058,0.0
seq_73,seq_73,ColE1,99.83,100.0,2528,3116,+,7857,1,589,589,589,1058,0.0
seq_74,seq_74,ColE1,99.83,100.0,1966,2554,+,6535,1,589,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,6884,7472,+,10867,1,589,589,589,1058,0.0
seq_75,seq_75,ColE1,99.491,100.0,1122,1710,-,10867,589,1,589,589,1049,0.0
seq_76,seq_76,ColE1,99.83,100.0,1953,2541,+,6500,1,589,589,589,1058,0.0
seq_77,seq_77,ColE1,99.66,100.0,2698,3286,-,8781,589,1,589,589,1054,0.0
seq_77,seq_77,Col(pHAD28)_1__KU674895,92.035,86.25954198473282,4549,4661,-,8781,131,19,131,113,164,1.95e-40
seq_78,seq_78,ColE1,99.491,100.0,1120,1708,-,6580,589,1,589,589,1049,0.0
seq_79,seq_79,ColE1,99.66,100.0,2698,3286,-,9262,589,1,589,589,1054,0.0
seq_79,seq_79,Col(pHAD28)_1__KU674895,89.313,100.0,4549,4679,-,9262,131,1,131,131,174,1.1300000000000001e-43
seq_8,seq_8,ColE1,99.83,100.0,2276,2864,+,6581,1,589,589,589,1058,0.0
seq_80,seq_80,ColE1,99.83,100.0,1905,2493,+,6634,1,589,589,589,1058,0.0
seq_81,seq_81,ColE1,99.83,100.0,2592,3180,+,7352,1,589,589,589,1058,0.0
seq_83,seq_83,ColE1,99.83,100.0,2566,3154,+,7367,1,589,589,589,1058,0.0
seq_84,seq_84,ColE1,99.83,100.0,2106,2694,+,6514,1,589,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,2628,3216,+,7411,1,589,589,589,1058,0.0
seq_86,seq_86,ColE1,99.83,100.0,1899,2487,+,6553,1,589,589,589,1058,0.0
seq_87,seq_87,ColE1,99.83,100.0,2592,3180,+,7374,1,589,589,589,1058,0.0
seq_88,seq_88,ColE1,99.83,100.0,2078,2666,+,6557,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,9000,9588,+,13149,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.66,100.0,2698,3286,-,13149,589,1,589,589,1054,0.0
seq_9,seq_9,ColE1,99.83,100.0,11600,12188,+,15350,1,589,589,589,1058,0.0
seq_9,seq_9,ColE1,99.66,100.0,2698,3286,-,15350,589,1,589,589,1054,0.0
seq_90,seq_90,ColE1,99.83,100.0,1798,2386,+,6545,1,589,589,589,1058,0.0
seq_91,seq_91,ColE1,99.491,100.0,1124,1712,-,5272,589,1,589,589,1049,0.0
seq_92,seq_92,ColE1,99.491,100.0,1124,1712,-,6732,589,1,589,589,1049,0.0
seq_94,seq_94,ColE1,99.83,100.0,1703,2291,+,6579,1,589,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,3124,3712,+,7756,1,589,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,2000,2588,+,6482,1,589,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,2599,3187,+,7371,1,589,589,589,1058,0.0
seq_98,seq_98,ColE1,99.83,100.0,1950,2538,+,6531,1,589,589,589,1058,0.0
seq_99,seq_99,ColE1,99.83,100.0,2478,3066,+,7316,1,589,589,589,1058,0.0
