sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_61,seq_61,ColE1,99.66,100.0,2698,3286,-,13123,589,1,589,589,1054,0.0
seq_62,seq_62,ColE1,99.83,100.0,1924,2512,+,6390,1,589,589,589,1058,0.0
seq_63,seq_63,ColE1,99.83,100.0,3417,4005,+,7761,1,589,589,589,1058,0.0
seq_64,seq_64,ColE1,99.491,100.0,1225,1813,-,7321,589,1,589,589,1049,0.0
seq_65,seq_65,ColE1,99.66,100.0,2698,3286,-,13778,589,1,589,589,1054,0.0
seq_66,seq_66,ColE1,99.83,100.0,1820,2408,+,6484,1,589,589,589,1058,0.0
seq_67,seq_67,ColE1,99.491,100.0,1124,1712,-,4619,589,1,589,589,1049,0.0
seq_68,seq_68,ColE1,99.83,100.0,2339,2927,+,6556,1,589,589,589,1058,0.0
seq_69,seq_69,ColE1,99.491,100.0,2698,3286,-,6062,589,1,589,589,1049,0.0
seq_7,seq_7,ColE1,99.66,100.0,2698,3286,-,7333,589,1,589,589,1054,0.0
seq_70,seq_70,ColE1,99.83,100.0,1741,2329,+,6538,1,589,589,589,1058,0.0
seq_71,seq_71,ColE1,99.66,100.0,2698,3286,-,12275,589,1,589,589,1054,0.0
seq_72,seq_72,ColE1,99.83,100.0,1756,2344,+,6406,1,589,589,589,1058,0.0
seq_73,seq_73,ColE1,99.66,100.0,2698,3286,-,9959,589,1,589,589,1054,0.0
seq_74,seq_74,ColE1,99.83,100.0,1914,2502,+,6408,1,589,589,589,1058,0.0
seq_77,seq_77,ColE1,99.66,100.0,2385,2973,+,4428,1,589,589,589,1054,0.0
seq_78,seq_78,ColE1,99.83,100.0,1930,2518,+,6400,1,589,589,589,1058,0.0
seq_79,seq_79,ColE1,99.83,100.0,11807,12395,+,15545,1,589,589,589,1058,0.0
seq_79,seq_79,ColE1,99.66,100.0,2698,3286,-,15545,589,1,589,589,1054,0.0
seq_8,seq_8,ColE1,99.491,100.0,1192,1780,-,6906,589,1,589,589,1049,0.0
seq_80,seq_80,ColE1,99.83,100.0,1910,2498,+,6650,1,589,589,589,1058,0.0
seq_81,seq_81,ColE1,99.83,100.0,2592,3180,+,7436,1,589,589,589,1058,0.0
seq_83,seq_83,ColE1,99.83,100.0,2566,3154,+,7307,1,589,589,589,1058,0.0
seq_84,seq_84,ColE1,99.83,100.0,1816,2404,+,6450,1,589,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,2423,3011,+,7247,1,589,589,589,1058,0.0
seq_86,seq_86,ColE1,99.83,100.0,1734,2322,+,6531,1,589,589,589,1058,0.0
seq_87,seq_87,ColE1,99.83,100.0,2592,3180,+,7354,1,589,589,589,1058,0.0
seq_88,seq_88,ColE1,99.83,100.0,1854,2442,+,6492,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,9156,9744,+,13125,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.66,100.0,2698,3286,-,13125,589,1,589,589,1054,0.0
seq_9,seq_9,ColE1,99.66,100.0,2698,3286,-,10528,589,1,589,589,1054,0.0
seq_90,seq_90,ColE1,99.83,100.0,1856,2444,+,6508,1,589,589,589,1058,0.0
seq_91,seq_91,ColE1,99.491,100.0,1124,1712,-,5917,589,1,589,589,1049,0.0
seq_92,seq_92,ColE1,99.491,100.0,1124,1712,-,6753,589,1,589,589,1049,0.0
seq_93,seq_93,ColE1,99.83,100.0,9930,10518,+,13960,1,589,589,589,1058,0.0
seq_93,seq_93,ColE1,99.66,100.0,2698,3286,-,13960,589,1,589,589,1054,0.0
seq_94,seq_94,ColE1,99.83,100.0,1703,2291,+,6867,1,589,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,2242,2830,+,6513,1,589,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,2599,3187,+,7363,1,589,589,589,1058,0.0
seq_98,seq_98,ColE1,99.83,100.0,1716,2304,+,6438,1,589,589,589,1058,0.0
seq_99,seq_99,ColE1,99.83,100.0,2622,3210,+,7373,1,589,589,589,1058,0.0
