sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_30,seq_30,ColE1,99.66,100.0,2343,2931,+,4098,1,589,589,589,1054,0.0
seq_31,seq_31,ColE1,99.66,100.0,2298,2886,+,4053,1,589,589,589,1054,0.0
seq_32,seq_32,ColE1,99.66,100.0,2227,2815,+,3982,1,589,589,589,1054,0.0
seq_33,seq_33,ColE1,99.66,100.0,2264,2852,+,4019,1,589,589,589,1054,0.0
seq_34,seq_34,ColE1,99.66,100.0,2252,2840,+,4007,1,589,589,589,1054,0.0
seq_35,seq_35,ColE1,99.66,100.0,2240,2828,+,3995,1,589,589,589,1054,0.0
seq_36,seq_36,ColE1,99.66,100.0,2277,2865,+,4032,1,589,589,589,1054,0.0
seq_37,seq_37,ColE1,99.66,100.0,2959,3547,+,4714,1,589,589,589,1054,0.0
seq_38,seq_38,ColE1,99.66,100.0,2544,3132,+,4299,1,589,589,589,1054,0.0
seq_39,seq_39,ColE1,99.66,100.0,2595,3183,+,4350,1,589,589,589,1054,0.0
seq_4,seq_4,ColE1,99.66,100.0,2197,2785,+,3952,1,589,589,589,1054,0.0
seq_40,seq_40,ColE1,99.66,100.0,2523,3111,+,4278,1,589,589,589,1054,0.0
seq_41,seq_41,ColE1,99.66,100.0,2483,3071,+,4238,1,589,589,589,1054,0.0
seq_42,seq_42,ColE1,99.66,100.0,3022,3610,+,4777,1,589,589,589,1054,0.0
seq_43,seq_43,ColE1,99.66,100.0,2381,2969,+,4136,1,589,589,589,1054,0.0
seq_44,seq_44,ColE1,99.66,100.0,3677,4265,+,5432,1,589,589,589,1054,0.0
seq_45,seq_45,ColE1,99.66,100.0,2465,3053,+,4220,1,589,589,589,1054,0.0
seq_46,seq_46,ColE1,99.66,100.0,2219,2807,+,3974,1,589,589,589,1054,0.0
seq_47,seq_47,ColE1,99.66,100.0,3649,4237,+,5404,1,589,589,589,1054,0.0
seq_48,seq_48,ColE1,99.66,100.0,2953,3541,+,4708,1,589,589,589,1054,0.0
seq_49,seq_49,ColE1,99.66,100.0,2180,2768,+,3935,1,589,589,589,1054,0.0
seq_5,seq_5,ColE1,99.66,100.0,2317,2905,+,4072,1,589,589,589,1054,0.0
seq_50,seq_50,ColRNAI_1__DQ298019,97.71,100.76923076923076,1616,1746,+,5648,1,130,130,131,220,1.85e-57
seq_51,seq_51,ColE1,99.83,100.0,2915,3503,+,7381,1,589,589,589,1058,0.0
seq_52,seq_52,ColE1,99.66,100.0,503,1091,-,3197,589,1,589,589,1054,0.0
seq_54,seq_54,Col440I_1__CP023920,94.737,100.0,343,456,-,4542,114,1,114,114,179,1.31e-45
seq_55,seq_55,ColE1,99.83,100.0,11586,12174,-,13199,589,1,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,8941,9529,-,13199,589,1,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,6296,6884,-,13199,589,1,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,3651,4239,-,13199,589,1,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,998,1586,-,13199,589,1,589,589,1058,0.0
seq_56,seq_56,ColE1,99.83,100.0,921,1509,+,6991,1,589,589,589,1058,0.0
seq_57,seq_57,ColE1,99.66,100.0,5311,5899,+,12348,1,589,589,589,1054,0.0
seq_58,seq_58,ColE1,99.83,100.0,11025,11613,-,13526,589,1,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,8380,8968,-,13526,589,1,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,5735,6323,-,13526,589,1,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,3090,3678,-,13526,589,1,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,445,1033,-,13526,589,1,589,589,1058,0.0
seq_59,seq_59,Col(pHAD28)_1__KU674895,89.313,100.0,2768,2898,+,5056,1,131,131,131,174,6.19e-44
seq_6,seq_6,ColE1,99.66,100.0,2203,2791,+,3958,1,589,589,589,1054,0.0
seq_60,seq_60,ColRNAI_1__DQ298019,97.71,100.76923076923076,1616,1746,+,4472,1,130,130,131,220,1.47e-57
seq_62,seq_62,Col440I_1__CP023920,94.737,100.0,551,664,+,3957,1,114,114,114,179,1.14e-45
seq_64,seq_64,ColE1,99.83,100.0,11578,12166,-,13215,589,1,589,589,1058,0.0
seq_64,seq_64,ColE1,99.83,100.0,8933,9521,-,13215,589,1,589,589,1058,0.0
seq_64,seq_64,ColE1,99.83,100.0,6288,6876,-,13215,589,1,589,589,1058,0.0
seq_64,seq_64,ColE1,99.83,100.0,3643,4231,-,13215,589,1,589,589,1058,0.0
seq_64,seq_64,ColE1,99.83,100.0,998,1586,-,13215,589,1,589,589,1058,0.0
seq_65,seq_65,ColE1,99.66,100.0,5675,6263,-,7903,589,1,589,589,1054,0.0
seq_66,seq_66,ColE1,99.66,100.0,1188,1776,+,3906,1,589,589,589,1054,0.0
seq_67,seq_67,ColE1,99.66,100.0,1782,2370,-,6833,589,1,589,589,1054,0.0
seq_68,seq_68,ColE1,99.83,100.0,13530,14118,-,14197,589,1,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,10885,11473,-,14197,589,1,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,8240,8828,-,14197,589,1,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,5595,6183,-,14197,589,1,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,2950,3538,-,14197,589,1,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,305,893,-,14197,589,1,589,589,1058,0.0
seq_69,seq_69,ColRNAI_1__DQ298019,97.71,100.76923076923076,1616,1746,+,5195,1,130,130,131,220,1.7100000000000002e-57
seq_7,seq_7,ColE1,99.66,100.0,2184,2772,+,3939,1,589,589,589,1054,0.0
seq_70,seq_70,ColRNAI_1__DQ298019,97.71,100.76923076923076,1616,1746,+,4004,1,130,130,131,220,1.31e-57
seq_71,seq_71,ColE1,99.66,100.0,5323,5911,-,8076,589,1,589,589,1054,0.0
seq_71,seq_71,ColE1,99.66,100.0,456,1044,-,8076,589,1,589,589,1054,0.0
seq_73,seq_73,ColE1,99.66,100.0,1782,2370,-,5140,589,1,589,589,1054,0.0
seq_74,seq_74,ColE10_1__X01654,100.0,100.0,607,783,-,11157,177,1,177,177,320,1.46e-87
seq_74,seq_74,ColE1,99.83,100.0,9578,10166,-,11157,589,1,589,589,1058,0.0
seq_74,seq_74,ColE1,99.83,100.0,6933,7521,-,11157,589,1,589,589,1058,0.0
seq_74,seq_74,ColE1,99.83,100.0,4288,4876,-,11157,589,1,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,11647,12235,-,13284,589,1,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,9002,9590,-,13284,589,1,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,6357,6945,-,13284,589,1,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,3712,4300,-,13284,589,1,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,1067,1655,-,13284,589,1,589,589,1058,0.0
seq_76,seq_76,Col(pHAD28)_1__KU674895,89.313,100.0,2416,2546,+,5126,1,131,131,131,174,6.28e-44
seq_77,seq_77,ColE1,99.66,100.0,3275,3863,+,5350,1,589,589,589,1054,0.0
seq_78,seq_78,ColE1,99.83,100.0,2587,3175,-,4879,589,1,589,589,1058,0.0
seq_8,seq_8,ColE1,99.66,100.0,3843,4431,+,5598,1,589,589,589,1054,0.0
seq_80,seq_80,Col440I_1__CP023920,94.737,100.0,2355,2468,+,3897,1,114,114,114,179,1.12e-45
seq_82,seq_82,ColE1,99.83,100.0,485,1073,-,6693,589,1,589,589,1058,0.0
seq_82,seq_82,ColE1,99.491,100.0,4095,4683,-,6693,589,1,589,589,1049,0.0
seq_85,seq_85,ColE1,99.83,100.0,11578,12166,-,13245,589,1,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,8933,9521,-,13245,589,1,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,6288,6876,-,13245,589,1,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,3643,4231,-,13245,589,1,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,998,1586,-,13245,589,1,589,589,1058,0.0
seq_86,seq_86,ColE1,99.491,100.0,1509,2097,+,7582,1,589,589,589,1049,0.0
seq_86,seq_86,ColE1,99.321,100.0,5995,6583,+,7582,1,589,589,589,1045,0.0
seq_89,seq_89,ColE1,99.83,100.0,12048,12636,-,14087,589,1,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,9403,9991,-,14087,589,1,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,6758,7346,-,14087,589,1,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,4113,4701,-,14087,589,1,589,589,1058,0.0
seq_89,seq_89,ColE1,99.491,100.0,1254,1842,-,14087,589,1,589,589,1049,0.0
seq_9,seq_9,ColE1,99.66,100.0,2975,3563,+,4730,1,589,589,589,1054,0.0
seq_90,seq_90,ColE1,99.83,100.0,11128,11716,-,13619,589,1,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,8483,9071,-,13619,589,1,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,5838,6426,-,13619,589,1,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,3193,3781,-,13619,589,1,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,545,1133,-,13619,589,1,589,589,1058,0.0
seq_91,seq_91,ColE1,99.83,100.0,998,1586,-,3746,589,1,589,589,1058,0.0
seq_92,seq_92,ColE1,99.83,100.0,2817,3405,-,5383,589,1,589,589,1058,0.0
seq_93,seq_93,ColRNAI_1__DQ298019,97.71,100.76923076923076,1616,1746,+,4026,1,130,130,131,220,1.32e-57
seq_94,seq_94,ColE1,99.83,100.0,13530,14118,-,14197,589,1,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,10885,11473,-,14197,589,1,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,8240,8828,-,14197,589,1,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,5595,6183,-,14197,589,1,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,2950,3538,-,14197,589,1,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,305,893,-,14197,589,1,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,11780,12368,-,13364,589,1,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,9135,9723,-,13364,589,1,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,6490,7078,-,13364,589,1,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,3845,4433,-,13364,589,1,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,1200,1788,-,13364,589,1,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,11578,12166,-,13188,589,1,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,8933,9521,-,13188,589,1,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,6288,6876,-,13188,589,1,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,3643,4231,-,13188,589,1,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,998,1586,-,13188,589,1,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,10900,11488,-,13486,589,1,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,8255,8843,-,13486,589,1,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,5610,6198,-,13486,589,1,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,2965,3553,-,13486,589,1,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,320,908,-,13486,589,1,589,589,1058,0.0
seq_98,seq_98,ColE1,99.491,100.0,288,876,-,3246,589,1,589,589,1049,0.0
seq_99,seq_99,ColE1,99.83,100.0,1469,2057,+,5685,1,589,589,589,1058,0.0
