sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_32,seq_32,ColE1,99.66,100.0,4879,5467,-,6709,589,1,589,589,1054,0.0
seq_34,seq_34,ColE1,99.66,100.0,7248,7836,+,11822,1,589,589,589,1054,0.0
seq_34,seq_34,ColE1,99.491,100.0,8338,8926,+,11822,1,589,589,589,1049,0.0
seq_35,seq_35,ColE1,99.491,100.0,3364,3952,+,10417,1,589,589,589,1049,0.0
seq_36,seq_36,ColE1,99.66,100.0,2392,2980,-,11793,589,1,589,589,1054,0.0
seq_36,seq_36,ColE1,99.491,100.0,4492,5080,-,11793,589,1,589,589,1049,0.0
seq_37,seq_37,ColE1,99.66,100.0,7531,8119,+,12164,1,589,589,589,1054,0.0
seq_37,seq_37,Col(pHAD28)_1__KU674895,89.313,100.0,859,989,-,12164,131,1,131,131,174,1.4900000000000001e-43
seq_38,seq_38,ColE1,99.66,100.0,9549,10137,+,12084,1,589,589,589,1054,0.0
seq_38,seq_38,ColE1,99.66,100.0,388,976,-,12084,589,1,589,589,1054,0.0
seq_39,seq_39,ColE1,99.66,100.0,8275,8863,-,11486,589,1,589,589,1054,0.0
seq_39,seq_39,ColE1,99.491,100.0,450,1038,+,11486,1,589,589,589,1049,0.0
seq_4,seq_4,ColE1,99.66,100.0,2138,2726,-,5302,589,1,589,589,1054,0.0
seq_40,seq_40,ColE1,99.83,100.0,12759,13347,+,18267,1,589,589,589,1058,0.0
seq_41,seq_41,ColE1,99.66,100.0,9262,9850,-,13778,589,1,589,589,1054,0.0
seq_41,seq_41,ColE1,99.66,100.0,7998,8586,+,13778,1,589,589,589,1054,0.0
seq_41,seq_41,ColE1,99.491,100.0,1658,2246,+,13778,1,589,589,589,1049,0.0
seq_42,seq_42,ColE1,99.66,100.0,5105,5693,-,8281,589,1,589,589,1054,0.0
seq_42,seq_42,ColE1,99.66,100.0,2193,2781,-,8281,589,1,589,589,1054,0.0
seq_43,seq_43,ColE1,99.491,100.0,3684,4272,+,7277,1,589,589,589,1049,0.0
seq_43,seq_43,Col(pHAD28)_1__KU674895,89.313,100.0,2375,2505,-,7277,131,1,131,131,174,8.92e-44
seq_44,seq_44,ColE1,99.66,100.0,5940,6528,-,13187,589,1,589,589,1054,0.0
seq_44,seq_44,ColE1,99.66,100.0,2029,2617,-,13187,589,1,589,589,1054,0.0
seq_44,seq_44,Col(pHAD28)_1__KU674895,89.313,100.0,5158,5288,-,13187,131,1,131,131,174,1.6200000000000001e-43
seq_45,seq_45,ColE1,99.66,100.0,1267,1855,-,6354,589,1,589,589,1054,0.0
seq_46,seq_46,ColE1,99.66,100.0,5217,5805,+,10436,1,589,589,589,1054,0.0
seq_46,seq_46,Col(pHAD28)_1__KU674895,89.313,100.0,9990,10120,-,10436,131,1,131,131,174,1.2800000000000002e-43
seq_46,seq_46,Col(pHAD28)_1__KU674895,89.313,100.0,7621,7751,-,10436,131,1,131,131,174,1.2800000000000002e-43
seq_46,seq_46,Col(pHAD28)_1__KU674895,89.313,100.0,6704,6834,-,10436,131,1,131,131,174,1.2800000000000002e-43
seq_48,seq_48,ColE1,99.66,100.0,7586,8174,-,13560,589,1,589,589,1054,0.0
seq_48,seq_48,ColE1,99.66,100.0,5952,6540,+,13560,1,589,589,589,1054,0.0
seq_49,seq_49,ColE1,99.66,100.0,5507,6095,+,9420,1,589,589,589,1054,0.0
seq_5,seq_5,ColE1,99.66,100.0,11788,12376,+,19211,1,589,589,589,1054,0.0
seq_5,seq_5,ColE1,99.66,100.0,3546,4134,-,19211,589,1,589,589,1054,0.0
seq_5,seq_5,Col(pHAD28)_1__KU674895,89.313,100.0,2856,2986,-,19211,131,1,131,131,174,2.36e-43
seq_5,seq_5,Col(pHAD28)_1__KU674895,89.313,100.0,1625,1755,-,19211,131,1,131,131,174,2.36e-43
seq_5,seq_5,Col(pHAD28)_1__KU674895,89.313,100.0,525,655,-,19211,131,1,131,131,174,2.36e-43
seq_51,seq_51,ColE1,99.66,100.0,8476,9064,-,10943,589,1,589,589,1054,0.0
seq_51,seq_51,ColE1,99.66,100.0,5552,6140,-,10943,589,1,589,589,1054,0.0
seq_51,seq_51,Col(pHAD28)_1__KU674895,89.313,100.0,4457,4587,-,10943,131,1,131,131,174,1.34e-43
seq_52,seq_52,ColE1,99.491,100.0,2126,2714,+,10690,1,589,589,589,1049,0.0
seq_53,seq_53,ColE1,99.66,100.0,11541,12129,-,15515,589,1,589,589,1054,0.0
seq_53,seq_53,ColE1,99.66,100.0,5516,6104,+,15515,1,589,589,589,1054,0.0
seq_54,seq_54,ColE1,99.66,100.0,12138,12726,-,14013,589,1,589,589,1054,0.0
seq_54,seq_54,ColE1,99.66,100.0,6995,7583,+,14013,1,589,589,589,1054,0.0
seq_54,seq_54,Col(pHAD28)_1__KU674895,89.313,100.0,8848,8978,-,14013,131,1,131,131,174,1.72e-43
seq_55,seq_55,ColE1,99.66,100.0,4517,5105,-,8805,589,1,589,589,1054,0.0
seq_55,seq_55,ColE1,99.66,100.0,6956,7544,+,8805,1,589,589,589,1054,0.0
seq_56,seq_56,Col(pHAD28)_1__KU674895,89.313,100.0,4919,5049,-,7774,131,1,131,131,174,9.53e-44
seq_57,seq_57,ColE1,99.66,100.0,3701,4289,+,14501,1,589,589,589,1054,0.0
seq_57,seq_57,ColE1,99.66,100.0,9969,10557,+,14501,1,589,589,589,1054,0.0
seq_57,seq_57,Col(pHAD28)_1__KU674895,89.313,100.0,13937,14067,-,14501,131,1,131,131,174,1.7800000000000001e-43
seq_58,seq_58,ColE1,99.66,100.0,5924,6512,-,12760,589,1,589,589,1054,0.0
seq_58,seq_58,ColE1,99.491,100.0,10284,10872,-,12760,589,1,589,589,1049,0.0
seq_58,seq_58,ColE1,99.491,100.0,2631,3219,+,12760,1,589,589,589,1049,0.0
seq_58,seq_58,Col(pHAD28)_1__KU674895,89.313,100.0,1361,1491,-,12760,131,1,131,131,174,1.56e-43
seq_59,seq_59,ColE1,99.66,100.0,2952,3540,+,9980,1,589,589,589,1054,0.0
seq_6,seq_6,ColE1,99.66,100.0,6210,6798,+,12329,1,589,589,589,1054,0.0
seq_6,seq_6,Col(pHAD28)_1__KU674895,89.313,100.0,10295,10425,-,12329,131,1,131,131,174,1.5100000000000001e-43
seq_60,seq_60,ColE1,99.66,100.0,1529,2117,+,18817,1,589,589,589,1054,0.0
seq_60,seq_60,ColE1,99.66,100.0,8307,8895,+,18817,1,589,589,589,1054,0.0
seq_60,seq_60,ColE1,99.491,100.0,16277,16865,+,18817,1,589,589,589,1049,0.0
seq_61,seq_61,Col(pHAD28)_1__KU674895,89.313,100.0,4662,4792,-,12380,131,1,131,131,174,1.52e-43
seq_62,seq_62,ColE1,99.66,100.0,6178,6766,+,9171,1,589,589,589,1054,0.0
seq_63,seq_63,Col(pHAD28)_1__KU674895,89.313,100.0,9048,9178,-,11105,131,1,131,131,174,1.36e-43
seq_65,seq_65,ColE1,99.491,100.0,6295,6883,+,8838,1,589,589,589,1049,0.0
seq_65,seq_65,ColE1,99.491,100.0,1457,2045,-,8838,589,1,589,589,1049,0.0
seq_67,seq_67,ColE1,99.66,100.0,4808,5396,-,7141,589,1,589,589,1054,0.0
seq_68,seq_68,ColE1,99.66,100.0,4256,4844,-,12517,589,1,589,589,1054,0.0
seq_68,seq_68,ColE1,99.66,100.0,8841,9429,+,12517,1,589,589,589,1054,0.0
seq_68,seq_68,ColE1,99.66,100.0,10546,11134,+,12517,1,589,589,589,1054,0.0
seq_69,seq_69,ColE1,99.66,100.0,6887,7475,-,9008,589,1,589,589,1054,0.0
seq_69,seq_69,ColE1,99.66,100.0,929,1517,-,9008,589,1,589,589,1054,0.0
seq_7,seq_7,ColE1,99.66,100.0,6339,6927,-,9932,589,1,589,589,1054,0.0
seq_70,seq_70,ColE1,99.66,100.0,11405,11993,-,13615,589,1,589,589,1054,0.0
seq_70,seq_70,ColE1,99.66,100.0,9147,9735,-,13615,589,1,589,589,1054,0.0
seq_70,seq_70,ColE1,99.66,100.0,4295,4883,-,13615,589,1,589,589,1054,0.0
seq_71,seq_71,ColE1,99.66,100.0,2522,3110,-,12247,589,1,589,589,1054,0.0
seq_71,seq_71,ColE1,99.66,100.0,265,853,-,12247,589,1,589,589,1054,0.0
seq_72,seq_72,ColE1,99.66,100.0,5304,5892,-,9912,589,1,589,589,1054,0.0
seq_73,seq_73,ColE1,99.491,100.0,2332,2920,+,9931,1,589,589,589,1049,0.0
seq_74,seq_74,ColE1,99.66,100.0,9828,10416,-,11651,589,1,589,589,1054,0.0
seq_74,seq_74,ColE1,99.66,100.0,500,1088,-,11651,589,1,589,589,1054,0.0
seq_75,seq_75,ColE1,99.66,100.0,12194,12782,-,14644,589,1,589,589,1054,0.0
seq_75,seq_75,ColE1,99.66,100.0,8317,8905,+,14644,1,589,589,589,1054,0.0
seq_75,seq_75,Col(pHAD28)_1__KU674895,89.313,100.0,10798,10928,-,14644,131,1,131,131,174,1.8e-43
seq_76,seq_76,ColE1,99.66,100.0,6253,6841,-,10814,589,1,589,589,1054,0.0
seq_76,seq_76,ColE1,99.66,100.0,2260,2848,-,10814,589,1,589,589,1054,0.0
seq_77,seq_77,ColE1,99.66,100.0,10190,10778,-,12776,589,1,589,589,1054,0.0
seq_77,seq_77,ColE1,99.66,100.0,2410,2998,-,12776,589,1,589,589,1054,0.0
seq_77,seq_77,Col(pHAD28)_1__KU674895,89.313,100.0,7898,8028,-,12776,131,1,131,131,174,1.5700000000000002e-43
seq_77,seq_77,Col(pHAD28)_1__KU674895,89.313,100.0,5238,5368,-,12776,131,1,131,131,174,1.5700000000000002e-43
seq_77,seq_77,Col(pHAD28)_1__KU674895,89.313,100.0,911,1041,-,12776,131,1,131,131,174,1.5700000000000002e-43
seq_78,seq_78,ColE1,99.66,100.0,8086,8674,+,10195,1,589,589,589,1054,0.0
seq_78,seq_78,Col(pHAD28)_1__KU674895,89.313,100.0,3939,4069,-,10195,131,1,131,131,174,1.25e-43
seq_79,seq_79,Col(pHAD28)_1__KU674895,89.313,100.0,5673,5803,-,8799,131,1,131,131,174,1.0800000000000002e-43
seq_80,seq_80,ColE1,99.66,100.0,6136,6724,-,8139,589,1,589,589,1054,0.0
seq_81,seq_81,ColE1,99.66,100.0,9300,9888,+,15859,1,589,589,589,1054,0.0
seq_82,seq_82,ColE1,99.66,100.0,6969,7557,+,9781,1,589,589,589,1054,0.0
seq_82,seq_82,ColE1,99.66,100.0,1772,2360,-,9781,589,1,589,589,1054,0.0
seq_83,seq_83,ColE1,99.66,100.0,2330,2918,-,6147,589,1,589,589,1054,0.0
seq_83,seq_83,Col(pHAD28)_1__KU674895,89.313,100.0,1627,1757,-,6147,131,1,131,131,174,7.53e-44
seq_84,seq_84,Col(pHAD28)_1__KU674895,89.313,100.0,6114,6244,-,6991,131,1,131,131,174,8.57e-44
seq_84,seq_84,Col(pHAD28)_1__KU674895,89.313,100.0,4174,4304,-,6991,131,1,131,131,174,8.57e-44
seq_85,seq_85,ColE1,99.66,100.0,4180,4768,-,6140,589,1,589,589,1054,0.0
seq_89,seq_89,ColE1,99.66,100.0,15743,16331,-,18170,589,1,589,589,1054,0.0
seq_89,seq_89,ColE1,99.66,100.0,247,835,-,18170,589,1,589,589,1054,0.0
seq_89,seq_89,Col(pHAD28)_1__KU674895,89.313,100.0,9385,9515,-,18170,131,1,131,131,174,2.2300000000000003e-43
seq_90,seq_90,ColE1,99.491,100.0,516,1104,+,15834,1,589,589,589,1049,0.0
seq_90,seq_90,ColE1,99.491,100.0,3699,4287,+,15834,1,589,589,589,1049,0.0
seq_92,seq_92,ColE1,99.66,100.0,3124,3712,+,13999,1,589,589,589,1054,0.0
seq_92,seq_92,ColE1,99.66,100.0,7959,8547,-,13999,589,1,589,589,1054,0.0
seq_92,seq_92,ColE1,99.66,100.0,4232,4820,-,13999,589,1,589,589,1054,0.0
seq_92,seq_92,Col(pHAD28)_1__KU674895,89.313,100.0,9883,10013,-,13999,131,1,131,131,174,1.72e-43
seq_92,seq_92,Col(pHAD28)_1__KU674895,89.313,100.0,7065,7195,-,13999,131,1,131,131,174,1.72e-43
seq_93,seq_93,ColE1,99.66,100.0,9315,9903,-,11730,589,1,589,589,1054,0.0
seq_93,seq_93,ColE1,99.66,100.0,7349,7937,-,11730,589,1,589,589,1054,0.0
seq_93,seq_93,ColE1,99.66,100.0,4469,5057,-,11730,589,1,589,589,1054,0.0
seq_96,seq_96,ColE1,99.66,100.0,8389,8977,-,11015,589,1,589,589,1054,0.0
seq_96,seq_96,ColE1,99.66,100.0,2448,3036,+,11015,1,589,589,589,1054,0.0
seq_97,seq_97,ColE1,99.66,100.0,14096,14684,-,16563,589,1,589,589,1054,0.0
seq_97,seq_97,ColE1,99.66,100.0,3998,4586,-,16563,589,1,589,589,1054,0.0
seq_98,seq_98,ColE1,99.66,100.0,2432,3020,-,7712,589,1,589,589,1054,0.0
seq_99,seq_99,ColE1,99.66,100.0,8479,9067,-,11358,589,1,589,589,1054,0.0
seq_99,seq_99,ColE1,99.491,100.0,263,851,+,11358,1,589,589,589,1049,0.0
