sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_7,seq_7,ColE1,99.83,100.0,2588,3176,+,7445,1,589,589,589,1058,0.0
seq_70,seq_70,ColE1,99.83,100.0,1746,2334,+,6535,1,589,589,589,1058,0.0
seq_71,seq_71,ColE1,99.83,100.0,2556,3144,+,7418,1,589,589,589,1058,0.0
seq_72,seq_72,ColE1,99.83,100.0,1760,2348,+,6520,1,589,589,589,1058,0.0
seq_73,seq_73,ColE1,99.83,100.0,2578,3166,+,7415,1,589,589,589,1058,0.0
seq_74,seq_74,ColE1,99.83,100.0,2040,2628,+,6561,1,589,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,3457,4045,+,7598,1,589,589,589,1058,0.0
seq_76,seq_76,ColE1,99.83,100.0,1998,2586,+,6531,1,589,589,589,1058,0.0
seq_77,seq_77,ColE1,99.83,100.0,11240,11828,+,15086,1,589,589,589,1058,0.0
seq_77,seq_77,ColE1,99.66,100.0,2698,3286,-,15086,589,1,589,589,1054,0.0
seq_78,seq_78,ColE1,99.83,100.0,2086,2674,+,6570,1,589,589,589,1058,0.0
seq_79,seq_79,ColE1,99.83,100.0,4115,4703,+,9400,1,589,589,589,1058,0.0
seq_8,seq_8,ColE1,99.83,100.0,1852,2440,+,6545,1,589,589,589,1058,0.0
seq_80,seq_80,ColE1,99.83,100.0,1817,2405,+,6556,1,589,589,589,1058,0.0
seq_81,seq_81,ColE1,99.83,100.0,2592,3180,+,7385,1,589,589,589,1058,0.0
seq_82,seq_82,ColE1,99.83,100.0,2298,2886,+,6597,1,589,589,589,1058,0.0
seq_83,seq_83,ColE1,99.83,100.0,2421,3009,+,7303,1,589,589,589,1058,0.0
seq_84,seq_84,ColE1,99.83,100.0,2056,2644,+,6581,1,589,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,2743,3331,+,7440,1,589,589,589,1058,0.0
seq_86,seq_86,ColE1,99.83,100.0,1902,2490,+,6544,1,589,589,589,1058,0.0
seq_87,seq_87,ColE1,99.83,100.0,2449,3037,+,7256,1,589,589,589,1058,0.0
seq_88,seq_88,ColE1,99.83,100.0,2094,2682,+,6617,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.66,100.0,2698,3286,-,5074,589,1,589,589,1054,0.0
seq_9,seq_9,ColE1,99.83,100.0,2584,3172,+,7433,1,589,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,1800,2388,+,6589,1,589,589,589,1058,0.0
seq_91,seq_91,ColE1,99.83,100.0,2440,3028,+,7401,1,589,589,589,1058,0.0
seq_92,seq_92,ColE1,99.491,100.0,1123,1711,-,6696,589,1,589,589,1049,0.0
seq_93,seq_93,ColE1,99.83,100.0,2426,3014,+,7307,1,589,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,1931,2519,+,6671,1,589,589,589,1058,0.0
seq_95,seq_95,ColE1,99.491,100.0,2383,2971,-,7769,589,1,589,589,1049,0.0
seq_96,seq_96,ColE1,99.83,100.0,1960,2548,+,6540,1,589,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,2607,3195,+,7531,1,589,589,589,1058,0.0
seq_98,seq_98,ColE1,99.491,100.0,1043,1631,-,6601,589,1,589,589,1049,0.0
seq_99,seq_99,ColE1,99.83,100.0,2478,3066,+,7289,1,589,589,589,1058,0.0
