sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_34,seq_34,ColE1,99.66,100.0,3106,3694,-,14765,589,1,589,589,1054,0.0
seq_35,seq_35,ColE1,99.66,100.0,10211,10799,+,21299,1,589,589,589,1054,0.0
seq_35,seq_35,ColE1,99.66,100.0,4267,4855,-,21299,589,1,589,589,1054,0.0
seq_35,seq_35,ColE1,99.66,100.0,17338,17926,+,21299,1,589,589,589,1054,0.0
seq_36,seq_36,ColE1,99.83,100.0,16494,17082,+,21355,1,589,589,589,1058,0.0
seq_36,seq_36,ColE1,99.66,100.0,7349,7937,+,21355,1,589,589,589,1054,0.0
seq_37,seq_37,ColE1,99.66,100.0,8738,9326,+,11387,1,589,589,589,1054,0.0
seq_38,seq_38,ColE1,99.83,100.0,2046,2634,+,13115,1,589,589,589,1058,0.0
seq_38,seq_38,ColE1,99.66,100.0,7656,8244,-,13115,589,1,589,589,1054,0.0
seq_39,seq_39,ColE1,99.491,100.0,8025,8613,-,13238,589,1,589,589,1049,0.0
seq_39,seq_39,ColE1,99.151,100.0,3021,3606,-,13238,589,1,589,589,1039,0.0
seq_4,seq_4,ColE1,99.66,100.0,3792,4380,+,30840,1,589,589,589,1054,0.0
seq_4,seq_4,ColE1,99.66,100.0,24419,25007,-,30840,589,1,589,589,1054,0.0
seq_4,seq_4,ColE1,99.66,100.0,20906,21494,-,30840,589,1,589,589,1054,0.0
seq_4,seq_4,ColE1,99.66,100.0,10063,10651,+,30840,1,589,589,589,1054,0.0
seq_40,seq_40,ColE1,99.83,100.0,2195,2783,+,34857,1,589,589,589,1058,0.0
seq_40,seq_40,ColE1,99.66,100.0,9563,10151,+,34857,1,589,589,589,1054,0.0
seq_40,seq_40,ColE1,99.66,100.0,21146,21734,+,34857,1,589,589,589,1054,0.0
seq_40,seq_40,ColE1,99.66,100.0,32728,33316,+,34857,1,589,589,589,1054,0.0
seq_41,seq_41,ColE1,99.66,100.0,1730,2318,+,3985,1,589,589,589,1054,0.0
seq_42,seq_42,ColE1,99.491,100.0,2772,3360,-,7131,589,1,589,589,1049,0.0
seq_42,seq_42,Col440I_1__CP023920,94.737,100.0,723,836,+,7131,1,114,114,114,179,2.06e-45
seq_42,seq_42,Col(pHAD28)_1__KU674895,89.313,100.0,6857,6987,+,7131,1,131,131,131,174,8.74e-44
seq_43,seq_43,ColE1,99.83,100.0,13029,13617,+,20897,1,589,589,589,1058,0.0
seq_43,seq_43,ColE1,99.66,100.0,3876,4464,+,20897,1,589,589,589,1054,0.0
seq_44,seq_44,ColE1,99.66,100.0,866,1454,-,12387,589,1,589,589,1054,0.0
seq_44,seq_44,ColE1,99.491,100.0,9435,10023,-,12387,589,1,589,589,1049,0.0
seq_45,seq_45,ColE1,99.83,100.0,11529,12117,+,20418,1,589,589,589,1058,0.0
seq_45,seq_45,ColE1,99.83,100.0,16359,16947,+,20418,1,589,589,589,1058,0.0
seq_45,seq_45,ColE1,99.66,100.0,5810,6398,+,20418,1,589,589,589,1054,0.0
seq_46,seq_46,ColE1,99.66,100.0,3297,3885,+,21119,1,589,589,589,1054,0.0
seq_46,seq_46,ColE1,99.66,100.0,16872,17460,-,21119,589,1,589,589,1054,0.0
seq_46,seq_46,ColE1,99.66,100.0,8464,9052,-,21119,589,1,589,589,1054,0.0
seq_47,seq_47,ColE1,99.83,100.0,8744,9332,+,10918,1,589,589,589,1058,0.0
seq_47,seq_47,ColE1,99.66,100.0,3475,4063,-,10918,589,1,589,589,1054,0.0
seq_47,seq_47,ColE1,99.66,100.0,1041,1629,-,10918,589,1,589,589,1054,0.0
seq_48,seq_48,ColE1,99.83,100.0,4066,4654,+,10844,1,589,589,589,1058,0.0
seq_48,seq_48,ColE1,99.66,100.0,9286,9874,+,10844,1,589,589,589,1054,0.0
seq_49,seq_49,ColE1,99.66,100.0,7032,7620,+,30955,1,589,589,589,1054,0.0
seq_49,seq_49,ColE1,99.66,100.0,18516,19104,-,30955,589,1,589,589,1054,0.0
seq_49,seq_49,ColE1,99.66,100.0,25899,26487,+,30955,1,589,589,589,1054,0.0
seq_5,seq_5,ColE1,99.66,100.0,2268,2856,+,15908,1,589,589,589,1054,0.0
seq_5,seq_5,ColE1,99.66,100.0,6040,6628,-,15908,589,1,589,589,1054,0.0
seq_5,seq_5,ColE1,99.151,100.0,12424,13009,-,15908,589,1,589,589,1039,0.0
seq_50,seq_50,ColE1,99.66,100.0,4152,4740,+,19050,1,589,589,589,1054,0.0
seq_50,seq_50,ColE1,99.66,100.0,11297,11885,+,19050,1,589,589,589,1054,0.0
seq_51,seq_51,ColE1,99.66,100.0,1887,2475,+,11829,1,589,589,589,1054,0.0
seq_51,seq_51,ColE1,99.66,100.0,7620,8208,+,11829,1,589,589,589,1054,0.0
seq_52,seq_52,ColE1,99.66,100.0,17070,17658,-,20390,589,1,589,589,1054,0.0
seq_52,seq_52,ColE1,99.66,100.0,11137,11725,+,20390,1,589,589,589,1054,0.0
seq_53,seq_53,ColE1,99.66,100.0,5575,6163,+,11693,1,589,589,589,1054,0.0
seq_53,seq_53,ColE1,99.66,100.0,8214,8802,+,11693,1,589,589,589,1054,0.0
seq_53,seq_53,Col(pHAD28)_1__KU674895,89.313,100.0,251,381,-,11693,131,1,131,131,174,1.43e-43
seq_54,seq_54,ColE1,99.66,100.0,2365,2953,+,16781,1,589,589,589,1054,0.0
seq_54,seq_54,ColE1,99.66,100.0,6693,7281,-,16781,589,1,589,589,1054,0.0
seq_54,seq_54,ColE1,99.66,100.0,13428,14016,+,16781,1,589,589,589,1054,0.0
seq_55,seq_55,ColE1,99.66,100.0,940,1528,-,4115,589,1,589,589,1054,0.0
seq_56,seq_56,ColE1,99.66,100.0,9700,10288,-,11547,589,1,589,589,1054,0.0
seq_56,seq_56,ColE1,99.66,100.0,3166,3754,-,11547,589,1,589,589,1054,0.0
seq_57,seq_57,ColE1,99.66,100.0,4075,4663,+,20487,1,589,589,589,1054,0.0
seq_57,seq_57,ColE1,99.66,100.0,11365,11953,+,20487,1,589,589,589,1054,0.0
seq_57,seq_57,ColE1,99.491,100.0,18660,19248,-,20487,589,1,589,589,1049,0.0
seq_58,seq_58,ColE1,99.83,100.0,10133,10721,+,17099,1,589,589,589,1058,0.0
seq_58,seq_58,ColE1,99.66,100.0,3959,4547,-,17099,589,1,589,589,1054,0.0
seq_59,seq_59,ColE1,99.66,100.0,3598,4186,+,19287,1,589,589,589,1054,0.0
seq_59,seq_59,ColE1,99.66,100.0,12353,12941,+,19287,1,589,589,589,1054,0.0
seq_6,seq_6,ColE1,99.83,100.0,16715,17303,-,21349,589,1,589,589,1058,0.0
seq_6,seq_6,ColE1,99.66,100.0,8610,9198,+,21349,1,589,589,589,1054,0.0
seq_6,seq_6,ColE1,99.66,100.0,912,1500,-,21349,589,1,589,589,1054,0.0
seq_60,seq_60,ColE1,99.66,100.0,4742,5330,+,34932,1,589,589,589,1054,0.0
seq_60,seq_60,ColE1,99.66,100.0,13173,13761,+,34932,1,589,589,589,1054,0.0
seq_60,seq_60,ColE1,99.66,100.0,22325,22913,+,34932,1,589,589,589,1054,0.0
seq_60,seq_60,ColE1,99.66,100.0,33910,34498,+,34932,1,589,589,589,1054,0.0
seq_62,seq_62,ColE1,99.66,100.0,2509,3097,+,15211,1,589,589,589,1054,0.0
seq_62,seq_62,ColE1,99.66,100.0,11390,11978,+,15211,1,589,589,589,1054,0.0
seq_63,seq_63,ColE1,99.83,100.0,1998,2586,+,18443,1,589,589,589,1058,0.0
seq_63,seq_63,ColE1,99.83,100.0,8208,8796,+,18443,1,589,589,589,1058,0.0
seq_63,seq_63,ColE1,99.66,100.0,15740,16328,-,18443,589,1,589,589,1054,0.0
seq_64,seq_64,ColE1,99.66,100.0,8779,9367,+,22722,1,589,589,589,1054,0.0
seq_64,seq_64,ColE1,99.66,100.0,927,1515,-,22722,589,1,589,589,1054,0.0
seq_64,seq_64,ColE1,99.491,100.0,18685,19273,-,22722,589,1,589,589,1049,0.0
seq_65,seq_65,ColE1,99.66,100.0,6432,7020,-,9767,589,1,589,589,1054,0.0
seq_65,seq_65,ColE1,99.66,100.0,2999,3587,+,9767,1,589,589,589,1054,0.0
seq_65,seq_65,ColE1,99.66,100.0,8703,9291,+,9767,1,589,589,589,1054,0.0
seq_66,seq_66,ColE1,99.66,100.0,10642,11230,-,13768,589,1,589,589,1054,0.0
seq_66,seq_66,ColE1,99.66,100.0,6411,6999,-,13768,589,1,589,589,1054,0.0
seq_66,seq_66,ColE1,99.66,100.0,978,1566,-,13768,589,1,589,589,1054,0.0
seq_67,seq_67,ColE1,99.66,100.0,2583,3171,+,14419,1,589,589,589,1054,0.0
seq_67,seq_67,ColE1,99.66,100.0,11249,11837,+,14419,1,589,589,589,1054,0.0
seq_68,seq_68,ColE1,99.83,100.0,2063,2651,+,14744,1,589,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,6115,6703,-,14744,589,1,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,9922,10510,+,14744,1,589,589,589,1058,0.0
seq_69,seq_69,ColE1,99.66,100.0,3620,4208,+,26968,1,589,589,589,1054,0.0
seq_69,seq_69,ColE1,99.66,100.0,10682,11270,+,26968,1,589,589,589,1054,0.0
seq_69,seq_69,ColE1,99.66,100.0,17731,18319,+,26968,1,589,589,589,1054,0.0
seq_69,seq_69,ColE1,99.66,100.0,22447,23035,+,26968,1,589,589,589,1054,0.0
seq_7,seq_7,ColE1,99.83,100.0,14577,15165,+,19864,1,589,589,589,1058,0.0
seq_7,seq_7,ColE1,99.66,100.0,3123,3711,+,19864,1,589,589,589,1054,0.0
seq_7,seq_7,ColE1,99.491,100.0,7101,7689,-,19864,589,1,589,589,1049,0.0
seq_70,seq_70,ColE1,99.83,100.0,8724,9312,+,13070,1,589,589,589,1058,0.0
seq_70,seq_70,ColE1,99.66,100.0,1645,2233,+,13070,1,589,589,589,1054,0.0
seq_70,seq_70,ColE1,99.66,100.0,5181,5769,+,13070,1,589,589,589,1054,0.0
seq_71,seq_71,ColE1,99.83,100.0,16779,17367,+,21069,1,589,589,589,1058,0.0
seq_71,seq_71,ColE1,99.66,100.0,13773,14361,+,21069,1,589,589,589,1054,0.0
seq_71,seq_71,ColE1,99.66,100.0,2122,2710,-,21069,589,1,589,589,1054,0.0
seq_71,seq_71,ColE1,99.491,100.0,6544,7132,-,21069,589,1,589,589,1049,0.0
seq_72,seq_72,ColE1,99.66,100.0,11740,12328,-,16111,589,1,589,589,1054,0.0
seq_72,seq_72,ColE1,99.66,100.0,5706,6294,+,16111,1,589,589,589,1054,0.0
seq_73,seq_73,ColE1,99.66,100.0,3339,3927,+,13730,1,589,589,589,1054,0.0
seq_73,seq_73,ColE1,99.66,100.0,10144,10732,+,13730,1,589,589,589,1054,0.0
seq_74,seq_74,ColE1,99.66,100.0,6675,7263,-,9711,589,1,589,589,1054,0.0
seq_74,seq_74,ColE1,99.66,100.0,2640,3228,+,9711,1,589,589,589,1054,0.0
seq_74,seq_74,ColE1,99.66,100.0,4847,5435,+,9711,1,589,589,589,1054,0.0
seq_75,seq_75,ColE1,99.83,100.0,1994,2582,+,10455,1,589,589,589,1058,0.0
seq_75,seq_75,ColE1,99.66,100.0,6510,7098,-,10455,589,1,589,589,1054,0.0
seq_76,seq_76,ColE1,99.66,100.0,4832,5420,+,12035,1,589,589,589,1054,0.0
seq_76,seq_76,ColE1,99.66,100.0,9584,10172,+,12035,1,589,589,589,1054,0.0
seq_76,seq_76,ColE1,99.66,100.0,761,1349,-,12035,589,1,589,589,1054,0.0
seq_77,seq_77,ColE1,99.66,100.0,5002,5590,-,11669,589,1,589,589,1054,0.0
seq_77,seq_77,ColE1,99.66,100.0,759,1347,-,11669,589,1,589,589,1054,0.0
seq_78,seq_78,ColE1,99.66,100.0,4000,4588,+,58767,1,589,589,589,1054,0.0
seq_78,seq_78,ColE1,99.66,100.0,15709,16297,+,58767,1,589,589,589,1054,0.0
seq_78,seq_78,ColE1,99.66,100.0,27304,27892,+,58767,1,589,589,589,1054,0.0
seq_78,seq_78,ColE1,99.66,100.0,38897,39485,+,58767,1,589,589,589,1054,0.0
seq_78,seq_78,ColE1,99.66,100.0,50978,51566,+,58767,1,589,589,589,1054,0.0
seq_79,seq_79,ColE1,99.83,100.0,14768,15356,+,18552,1,589,589,589,1058,0.0
seq_79,seq_79,ColE1,99.491,100.0,7421,8009,-,18552,589,1,589,589,1049,0.0
seq_79,seq_79,ColE1,99.491,100.0,1332,1920,-,18552,589,1,589,589,1049,0.0
seq_8,seq_8,ColE1,99.66,100.0,3184,3772,-,15457,589,1,589,589,1054,0.0
seq_8,seq_8,ColE1,99.151,100.0,10132,10717,-,15457,589,1,589,589,1039,0.0
seq_80,seq_80,ColE1,99.83,100.0,3774,4362,+,19833,1,589,589,589,1058,0.0
seq_80,seq_80,ColE1,99.83,100.0,18272,18860,+,19833,1,589,589,589,1058,0.0
seq_80,seq_80,ColE1,99.66,100.0,8454,9042,+,19833,1,589,589,589,1054,0.0
seq_80,seq_80,ColE1,99.66,100.0,13186,13774,+,19833,1,589,589,589,1054,0.0
seq_81,seq_81,ColE1,99.83,100.0,17432,18020,+,21219,1,589,589,589,1058,0.0
seq_81,seq_81,ColE1,99.66,100.0,1377,1965,+,21219,1,589,589,589,1054,0.0
seq_81,seq_81,ColE1,99.66,100.0,9457,10045,+,21219,1,589,589,589,1054,0.0
seq_81,seq_81,ColE1,99.66,100.0,3751,4339,-,21219,589,1,589,589,1054,0.0
seq_82,seq_82,ColE1,99.66,100.0,3728,4316,+,8967,1,589,589,589,1054,0.0
seq_83,seq_83,ColE1,99.66,100.0,3483,4071,+,10836,1,589,589,589,1054,0.0
seq_83,seq_83,ColE1,99.66,100.0,8410,8998,+,10836,1,589,589,589,1054,0.0
seq_84,seq_84,ColE1,99.83,100.0,1873,2461,+,20686,1,589,589,589,1058,0.0
seq_84,seq_84,ColE1,99.66,100.0,12691,13279,+,20686,1,589,589,589,1054,0.0
seq_84,seq_84,ColE1,99.66,100.0,6769,7357,-,20686,589,1,589,589,1054,0.0
seq_85,seq_85,ColE1,99.66,100.0,2948,3536,-,11882,589,1,589,589,1054,0.0
seq_85,seq_85,ColE1,99.491,100.0,6399,6987,-,11882,589,1,589,589,1049,0.0
seq_86,seq_86,ColE1,99.66,100.0,4718,5306,+,6433,1,589,589,589,1054,0.0
seq_87,seq_87,ColE1,99.66,100.0,1841,2429,+,30020,1,589,589,589,1054,0.0
seq_87,seq_87,ColE1,99.66,100.0,26263,26851,-,30020,589,1,589,589,1054,0.0
seq_87,seq_87,ColE1,99.66,100.0,9086,9674,+,30020,1,589,589,589,1054,0.0
seq_87,seq_87,ColE1,99.66,100.0,16223,16811,+,30020,1,589,589,589,1054,0.0
seq_87,seq_87,ColE1,99.66,100.0,20785,21373,+,30020,1,589,589,589,1054,0.0
seq_88,seq_88,ColE1,99.66,100.0,9896,10484,-,11644,589,1,589,589,1054,0.0
seq_88,seq_88,ColE1,99.66,100.0,3434,4022,-,11644,589,1,589,589,1054,0.0
seq_89,seq_89,ColE1,99.83,100.0,2056,2644,+,24175,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.66,100.0,9380,9968,+,24175,1,589,589,589,1054,0.0
seq_89,seq_89,ColE1,99.66,100.0,16450,17038,+,24175,1,589,589,589,1054,0.0
seq_9,seq_9,ColE1,99.66,100.0,2956,3544,+,17703,1,589,589,589,1054,0.0
seq_9,seq_9,ColE1,99.66,100.0,5895,6483,+,17703,1,589,589,589,1054,0.0
seq_9,seq_9,ColE1,99.66,100.0,10582,11170,-,17703,589,1,589,589,1054,0.0
seq_90,seq_90,ColE1,99.66,100.0,3330,3918,-,10216,589,1,589,589,1054,0.0
seq_90,seq_90,Col(pHAD28)_1__KU674895,89.313,100.0,9986,10116,+,10216,1,131,131,131,174,1.25e-43
seq_91,seq_91,ColE1,99.83,100.0,10316,10904,+,11335,1,589,589,589,1058,0.0
seq_91,seq_91,ColE1,99.66,100.0,2891,3479,+,11335,1,589,589,589,1054,0.0
seq_92,seq_92,ColE1,99.66,100.0,19989,20577,-,23176,589,1,589,589,1054,0.0
seq_92,seq_92,ColE1,99.66,100.0,5635,6223,+,23176,1,589,589,589,1054,0.0
seq_92,seq_92,ColE1,99.66,100.0,13977,14565,+,23176,1,589,589,589,1054,0.0
seq_93,seq_93,ColE1,99.491,100.0,11035,11623,-,14939,589,1,589,589,1049,0.0
seq_93,seq_93,Col(pHAD28)_1__KU674895,89.313,100.0,3863,3993,-,14939,131,1,131,131,174,1.8300000000000003e-43
seq_94,seq_94,ColE1,99.83,100.0,20477,21065,+,25924,1,589,589,589,1058,0.0
seq_94,seq_94,ColE1,99.66,100.0,11430,12018,+,25924,1,589,589,589,1054,0.0
seq_94,seq_94,Col(pHAD28)_1__KU674895,89.313,100.0,264,394,-,25924,131,1,131,131,174,3.18e-43
seq_95,seq_95,ColE1,99.83,100.0,8308,8896,+,19077,1,589,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,15337,15925,+,19077,1,589,589,589,1058,0.0
seq_95,seq_95,ColE1,99.66,100.0,3223,3811,-,19077,589,1,589,589,1054,0.0
seq_95,seq_95,ColE1,99.491,100.0,12119,12707,-,19077,589,1,589,589,1049,0.0
seq_96,seq_96,ColE1,99.66,100.0,11611,12199,-,15009,589,1,589,589,1054,0.0
seq_96,seq_96,ColE1,99.66,100.0,4921,5509,+,15009,1,589,589,589,1054,0.0
seq_97,seq_97,ColE1,99.491,100.0,3934,4522,-,7593,589,1,589,589,1049,0.0
seq_98,seq_98,ColE1,99.83,100.0,2040,2628,+,14149,1,589,589,589,1058,0.0
seq_98,seq_98,ColE1,99.83,100.0,8794,9382,+,14149,1,589,589,589,1058,0.0
seq_99,seq_99,ColE1,99.491,100.0,1667,2255,-,6566,589,1,589,589,1049,0.0
