sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_70,seq_70,ColE1,99.83,100.0,2002,2590,+,7042,1,589,589,589,1058,0.0
seq_71,seq_71,ColE1,99.83,100.0,1995,2583,+,7086,1,589,589,589,1058,0.0
seq_73,seq_73,ColE1,99.83,100.0,2390,2978,+,7352,1,589,589,589,1058,0.0
seq_74,seq_74,ColE1,99.491,100.0,1076,1664,-,6813,589,1,589,589,1049,0.0
seq_75,seq_75,ColE1,99.83,100.0,1720,2308,+,7087,1,589,589,589,1058,0.0
seq_76,seq_76,ColE1,99.83,100.0,1751,2339,+,7077,1,589,589,589,1058,0.0
seq_77,seq_77,ColE1,99.83,100.0,1582,2170,+,6988,1,589,589,589,1058,0.0
seq_78,seq_78,ColE1,99.83,100.0,2080,2668,+,7326,1,589,589,589,1058,0.0
seq_79,seq_79,ColE1,99.83,100.0,2458,3046,+,6878,1,589,589,589,1058,0.0
seq_8,seq_8,ColE1,99.83,100.0,2481,3069,+,6986,1,589,589,589,1058,0.0
seq_80,seq_80,ColE1,99.83,100.0,2055,2643,+,7052,1,589,589,589,1058,0.0
seq_81,seq_81,ColE1,99.83,100.0,2227,2815,+,7150,1,589,589,589,1058,0.0
seq_82,seq_82,ColE1,99.83,100.0,1984,2572,+,7084,1,589,589,589,1058,0.0
seq_83,seq_83,ColE1,99.83,100.0,2288,2876,+,7259,1,589,589,589,1058,0.0
seq_84,seq_84,ColE1,99.83,100.0,1880,2468,+,6979,1,589,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,2213,2801,+,7134,1,589,589,589,1058,0.0
seq_86,seq_86,ColE1,99.83,100.0,2143,2731,+,6971,1,589,589,589,1058,0.0
seq_87,seq_87,ColE1,99.83,100.0,1982,2570,+,7057,1,589,589,589,1058,0.0
seq_88,seq_88,ColE1,99.83,100.0,2060,2648,+,7121,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,2068,2656,+,7089,1,589,589,589,1058,0.0
seq_9,seq_9,ColE1,99.491,100.0,1114,1702,-,6789,589,1,589,589,1049,0.0
seq_90,seq_90,ColE1,99.83,100.0,2332,2920,+,7181,1,589,589,589,1058,0.0
seq_91,seq_91,ColE1,99.83,100.0,2145,2733,+,7116,1,589,589,589,1058,0.0
seq_92,seq_92,ColE1,99.83,100.0,2249,2837,+,7142,1,589,589,589,1058,0.0
seq_93,seq_93,ColE1,99.83,100.0,2077,2665,+,7050,1,589,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,1833,2421,+,7069,1,589,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,2141,2729,+,7119,1,589,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,1977,2565,+,7322,1,589,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,2146,2734,+,7098,1,589,589,589,1058,0.0
seq_98,seq_98,ColE1,99.83,100.0,1769,2357,+,7078,1,589,589,589,1058,0.0
seq_99,seq_99,ColE1,99.83,100.0,1634,2222,+,7110,1,589,589,589,1058,0.0
