sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_59,seq_59,ColE1,99.491,100.0,2794,3382,-,6125,589,1,589,589,1049,0.0
seq_6,seq_6,ColE1,99.83,100.0,2175,2763,+,6589,1,589,589,589,1058,0.0
seq_60,seq_60,ColE1,99.83,100.0,2088,2676,+,6598,1,589,589,589,1058,0.0
seq_61,seq_61,ColE1,99.83,100.0,5984,6572,+,10414,1,589,589,589,1058,0.0
seq_61,seq_61,ColE1,99.491,100.0,1191,1779,-,10414,589,1,589,589,1049,0.0
seq_62,seq_62,ColE1,99.83,100.0,1876,2464,+,6573,1,589,589,589,1058,0.0
seq_63,seq_63,ColE1,99.83,100.0,2593,3181,+,7430,1,589,589,589,1058,0.0
seq_64,seq_64,ColE1,99.83,100.0,1981,2569,+,6563,1,589,589,589,1058,0.0
seq_65,seq_65,ColE1,99.66,100.0,2795,3383,+,5127,1,589,589,589,1054,0.0
seq_66,seq_66,ColE1,99.83,100.0,1813,2401,+,6566,1,589,589,589,1058,0.0
seq_67,seq_67,Col(pHAD28)_1__KU674895,89.313,100.0,1338,1468,+,6077,1,131,131,131,174,7.450000000000002e-44
seq_67,seq_67,Col(pHAD28)_1__KU674895,89.313,100.0,1749,1879,-,6077,131,1,131,131,174,7.450000000000002e-44
seq_68,seq_68,ColE1,99.83,100.0,1780,2368,+,6491,1,589,589,589,1058,0.0
seq_7,seq_7,ColE1,99.83,100.0,2588,3176,+,7450,1,589,589,589,1058,0.0
seq_70,seq_70,ColE1,99.83,100.0,1747,2335,+,6546,1,589,589,589,1058,0.0
seq_71,seq_71,ColE1,99.83,100.0,2556,3144,+,7433,1,589,589,589,1058,0.0
seq_72,seq_72,ColE1,99.83,100.0,1760,2348,+,6516,1,589,589,589,1058,0.0
seq_73,seq_73,ColE1,99.83,100.0,2578,3166,+,7419,1,589,589,589,1058,0.0
seq_74,seq_74,ColE1,99.83,100.0,2196,2784,+,6615,1,589,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,3204,3792,+,7567,1,589,589,589,1058,0.0
seq_76,seq_76,ColE1,99.83,100.0,1937,2525,+,6526,1,589,589,589,1058,0.0
seq_77,seq_77,ColE1,99.83,100.0,9658,10246,+,13888,1,589,589,589,1058,0.0
seq_77,seq_77,ColE1,99.66,100.0,2698,3286,-,13888,589,1,589,589,1054,0.0
seq_78,seq_78,ColE1,99.83,100.0,2086,2674,+,6557,1,589,589,589,1058,0.0
seq_79,seq_79,ColE1,99.83,100.0,4115,4703,+,9415,1,589,589,589,1058,0.0
seq_8,seq_8,ColE1,99.491,100.0,1257,1845,-,6633,589,1,589,589,1049,0.0
seq_80,seq_80,ColE1,99.83,100.0,2133,2721,+,6583,1,589,589,589,1058,0.0
seq_81,seq_81,ColE1,99.83,100.0,2592,3180,+,7407,1,589,589,589,1058,0.0
seq_82,seq_82,ColE1,99.83,100.0,2441,3029,+,6638,1,589,589,589,1058,0.0
seq_83,seq_83,ColE1,99.83,100.0,2421,3009,+,7317,1,589,589,589,1058,0.0
seq_84,seq_84,ColE1,99.83,100.0,2056,2644,+,6584,1,589,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,2680,3268,+,9406,1,589,589,589,1058,0.0
seq_86,seq_86,ColE1,99.83,100.0,1936,2524,+,6540,1,589,589,589,1058,0.0
seq_87,seq_87,ColE1,99.83,100.0,2754,3342,+,7471,1,589,589,589,1058,0.0
seq_88,seq_88,ColE1,99.83,100.0,2098,2686,+,6615,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,6946,7534,+,10869,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.66,100.0,2698,3286,-,10869,589,1,589,589,1054,0.0
seq_9,seq_9,ColE1,99.83,100.0,2584,3172,+,7438,1,589,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,1802,2390,+,6584,1,589,589,589,1058,0.0
seq_91,seq_91,ColE1,99.83,100.0,2440,3028,+,7413,1,589,589,589,1058,0.0
seq_92,seq_92,ColE1,99.491,100.0,1123,1711,-,6692,589,1,589,589,1049,0.0
seq_93,seq_93,ColE1,99.83,100.0,2426,3014,+,7243,1,589,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,2025,2613,+,6540,1,589,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,3295,3883,+,7868,1,589,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,1960,2548,+,6546,1,589,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,2607,3195,+,7547,1,589,589,589,1058,0.0
seq_98,seq_98,ColE1,99.491,100.0,1058,1646,-,6638,589,1,589,589,1049,0.0
seq_99,seq_99,ColE1,99.66,100.0,2773,3361,+,5181,1,589,589,589,1054,0.0
